filename,chroma_stft_mean,chroma_stft_std,rmse_mean,rmse_std,spectral_centroid_mean,spectral_centroid_std,spectral_bandwidth_mean,spectral_bandwidth_std,rolloff_mean,rolloff_std,zero_crossing_rate_mean,zero_crossing_rate_std,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,peak_value,Class
Rama Rama Guna Seema.multitrack-ghatam: part 5.mp3,0.4697705,0.30418038,0.011987312,0.013517938,1602.74876,896.7130612,2269.608125,647.8121511,3040.901674,2171.393204,0.029722168,0.023026723,-441.22803,80.65496,96.99513,33.648968,21.423594,37.832485,19.35776,13.805467,10.142753,18.422268,12.519176,13.229336,6.289264,9.678152,-1.1490306,9.046389,1.2669702,7.687156,0.7068417,7.149759,1.8019814,6.7736816,4.0014973,7.009414,-0.30556503,6.413236,-1.0165105,6.280765,1.6111872,7.2684703,3.2889233,7.998104,5.559293,7.5345407,2.822935,6.2846994,0.002174946,7.7450557,2.6549768,7.535467,1.1821995,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-left: part 1.mp3,0.3143126,0.31492797,0.000943056,0.000532098,2999.604339,895.4530152,4375.096635,760.2018684,7700.209769,3189.332493,0.042468302,0.025445256,-679.17535,30.161823,126.95488,15.256456,22.125883,17.155565,28.377415,7.548298,-5.1832094,8.831838,13.246049,10.689061,-6.072408,6.97091,12.9587555,6.186464,-25.763298,12.009671,-3.0772388,6.0878987,-14.919502,9.915467,0.7544167,6.1714416,-9.64442,6.323382,0.7107289,6.027894,-9.499476,5.742567,0.5076269,5.7125382,-3.1000233,6.451224,3.1563942,5.738057,4.117658,6.7924056,-3.1698608,8.57862,0.011945745,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-left: part 2.mp3,0.3518625,0.3091191,0.00224709,0.003879308,2599.332639,1253.371785,3878.611657,1191.571549,6382.008338,4150.390135,0.040816347,0.029474736,-614.2404,47.364925,95.87012,32.24452,43.73513,16.058304,23.027584,11.042316,11.460307,10.230452,3.6497052,8.73555,4.1309056,6.4781275,-0.60237676,6.031567,-8.956625,8.119512,-8.765076,6.3372893,-6.145639,7.1781974,-4.823167,6.034174,-4.483783,5.9394164,-3.699719,5.7655234,-3.1379132,5.7154555,-1.6165615,5.658736,-1.3367343,6.057438,1.3925368,5.919025,3.8968916,5.8943706,2.2247634,7.395876,0.38557202,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-left: part 3.mp3,0.39160076,0.30817592,0.004025702,0.007074268,2004.636196,909.2583953,3192.408517,963.9127857,4288.968732,2843.518352,0.033050301,0.021193327,-574.2186,59.241646,107.141884,33.009453,42.452423,21.659595,25.924524,13.353701,12.143727,12.616911,1.5466273,10.088908,2.2791607,8.532204,-1.5848887,8.086966,-10.352914,8.740932,-7.133462,7.1766186,-2.7960162,7.3061833,-3.262312,6.8551364,-5.2318788,6.517186,-5.3971686,5.931169,-3.3913815,5.8300776,-1.4940886,5.893455,-2.3723855,6.6075993,-0.26177773,6.2838154,2.2169697,6.4562516,-0.711429,7.32405,0.81236017,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-left: part 4.mp3,0.4203441,0.29184958,0.002703723,0.00678019,3096.12965,1321.681988,4185.345846,1195.15195,7669.826764,4247.090684,0.060570966,0.036558661,-612.3904,58.7734,86.11607,33.971058,40.302353,27.491951,23.729305,13.991462,13.461652,12.828526,6.126198,9.161922,0.9731321,7.691829,-3.507844,8.3756,-6.554952,6.7818522,-3.714052,5.790028,-3.2890375,5.817982,-2.3785303,5.15097,-4.4750347,5.270146,-3.9970121,5.6865144,-3.2036164,5.1779294,0.05864669,5.555175,1.2757064,5.6916966,2.235722,5.3998713,2.468751,5.785534,3.6118445,6.082648,0.767149,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-left: part 5.mp3,0.42995477,0.2969197,0.004182981,0.009391096,2662.316938,1332.943491,3822.724186,1252.402235,6394.389332,4301.911049,0.048225218,0.03295135,-585.18695,73.76346,93.76575,38.336662,41.27854,25.36748,26.697561,13.211809,13.7713785,14.082255,6.382076,9.728703,1.6779418,8.576764,-2.5408978,8.012654,-5.77764,6.929241,-2.6599672,6.4292536,-2.1710212,6.2323966,-2.5399177,5.167582,-4.4441323,5.5143166,-4.2080297,5.612755,-3.2445545,5.161842,-1.3460433,5.4263144,-0.80405176,5.3413134,-0.26504517,5.857463,0.70188695,6.625452,2.1777012,7.093069,0.96209997,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-right: part 1.mp3,0.30599356,0.30551675,0.006111414,0.004325092,1270.072389,429.7407618,1756.172495,358.3754868,2230.583231,1163.014458,0.029478762,0.01195742,-531.0926,64.29681,164.3255,13.6613035,10.753987,33.93824,3.2891924,15.454546,-12.810054,15.96175,-7.63243,13.918594,5.4660482,8.991988,-3.3784723,8.682448,-18.073097,12.636063,-15.635263,7.5012946,-6.038763,12.736697,-4.108391,7.019064,-1.8019686,8.129376,-4.43583,7.744242,-5.574971,7.7867365,-10.611844,6.736566,-11.310905,8.61598,-0.8319043,7.5200977,5.8319383,7.6794133,-1.2213168,11.169354,0.0903288,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-right: part 2.mp3,0.30890492,0.305718,0.022159806,0.029174736,1338.875152,539.7525431,1963.312973,553.4920301,2336.210342,1527.667412,0.028341576,0.013221322,-405.9141,78.7045,105.37297,41.754757,29.331295,18.490599,7.9358673,11.704809,-7.053502,12.000966,-4.121339,10.34553,1.2098895,7.9418883,-1.9645227,7.4950876,-8.944857,9.032519,-12.543719,7.3698583,-10.657706,7.937475,-5.464299,7.9752817,-4.3586473,7.9038386,-4.1248865,7.2620473,-4.4923196,7.2833548,-5.430696,6.7488036,-3.5681982,6.8747964,0.46736965,6.3633223,3.4661016,6.585678,0.07663362,8.240415,1.1066047,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-right: part 3.mp3,0.33719006,0.31200862,0.03885982,0.04360365,1470.901277,663.8262936,2078.919221,623.5262105,2721.141765,1809.334005,0.028924021,0.015208505,-344.8449,79.062904,119.248856,36.4717,28.403536,22.501963,9.124704,13.500971,-7.7423396,15.479102,-4.0498652,12.602228,1.6478132,8.158767,-1.1722015,9.0306015,-8.14111,10.364584,-9.753476,8.024372,-7.521864,8.387037,-4.3726935,8.716438,-5.98865,8.0617,-4.9816303,7.6052194,-2.492328,7.731153,-3.5844269,7.3388324,-3.412192,8.104136,-0.5079703,6.578948,1.4240965,7.06542,-3.342647,8.01774,1.1074877,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-right: part 4.mp3,0.38287964,0.30223912,0.022132771,0.03863343,1723.58284,954.4473351,2278.194303,721.1683881,3317.854976,2385.848773,0.036770634,0.027737661,-399.60468,77.39582,88.151596,40.76429,27.693964,27.579773,10.69322,14.46227,-0.09896688,16.155336,5.685445,10.618533,4.4485836,8.015695,-1.111284,9.1548605,-4.081254,8.179713,-7.095697,8.0315,-7.075377,7.351132,-3.747387,7.616526,-4.1816196,8.108718,-2.8287692,7.76319,-1.2993287,7.1822405,-2.091624,6.6312757,-0.67260355,6.316081,-0.20461473,5.374898,-0.5123953,5.0967855,-0.42829037,4.8345704,1.1242596,Carnatic
Rama Rama Guna Seema.multitrack-mridangam-right: part 5.mp3,0.40101013,0.31069013,0.03852446,0.055132892,1537.933086,866.0153522,2213.145862,719.126142,2926.135517,2294.406564,0.029840109,0.023270749,-358.99326,88.03797,99.57651,47.0386,30.366966,24.381271,13.013951,13.961519,-2.2898936,16.197508,4.074593,10.427562,4.423652,8.761168,0.34844998,9.028487,-0.8356247,8.000003,-4.3080573,7.100691,-5.427241,6.5664964,-3.958582,7.0050817,-6.0980587,7.228101,-4.4492717,7.0182195,-2.5701904,6.670621,-3.495045,6.3455453,-1.8470217,6.3154216,-1.6346343,5.678597,-1.6642458,5.687461,-0.53619593,5.2255955,1.1875741,Carnatic
Ragam Tanam Pallavi.mp3: part 1.mp3,0.24323522,0.31177434,0.05803263,0.034770247,1886.690346,453.2793004,2192.596658,316.5617845,3455.369916,894.0117664,0.03898412,0.019287815,-328.07657,65.02488,128.95865,22.416847,-48.569065,25.660763,7.6436234,12.89246,-4.066279,17.760836,-10.315879,9.95436,-21.82761,10.214231,-19.58007,10.675258,-10.187616,8.715578,-17.6856,10.511414,-6.658026,9.295934,-1.0938528,10.863299,-10.340682,12.275377,-13.336414,11.643647,-10.654538,11.31046,-7.8754992,12.3945265,-8.28643,12.020658,-8.027506,11.872937,-3.5834599,12.418211,-6.010445,15.303184,0.62105656,Carnatic
Ragam Tanam Pallavi.mp3: part 2.mp3,0.21937971,0.3080264,0.057544664,0.035576757,2059.347385,492.2626061,2269.874713,303.3547431,3744.30386,987.3701919,0.046109639,0.022052471,-324.85333,61.021633,119.86612,23.661325,-51.92438,27.003057,7.1305513,12.766151,-10.736635,19.288391,-13.944827,9.965186,-21.623384,9.846345,-20.941803,10.643934,-10.539853,8.808929,-16.45813,12.743834,-5.8294907,11.643938,1.8656603,12.206431,-8.960736,14.483041,-12.658088,13.183949,-11.748706,13.056099,-9.288367,13.422475,-6.0129976,12.825668,-6.54844,12.789796,-0.8844565,14.657458,-1.1267104,17.420683,0.7030339,Carnatic
Ragam Tanam Pallavi.mp3: part 3.mp3,0.30190295,0.3200138,0.08445172,0.064528905,1812.116926,608.7607731,2271.310633,425.2561502,3434.625182,1260.928643,0.037950034,0.021888911,-277.8333,62.614017,123.69655,30.876038,-13.597222,27.887756,16.498755,18.250126,11.413736,17.73797,-0.34506664,13.009704,-9.299307,12.462789,-8.28337,12.351623,-0.7955188,10.676359,-9.307403,12.410688,-1.6199771,11.570517,5.1687098,11.389709,-3.4162834,12.993899,-5.112549,11.8673115,-5.0232987,11.904499,-4.052013,12.808669,-2.5563176,11.662409,-3.3301792,10.639114,-1.6459306,11.599484,-2.8280036,13.496294,0.9539796,Carnatic
Ragam Tanam Pallavi.mp3: part 4.mp3,0.31636885,0.3211744,0.09246658,0.06698844,1718.351839,616.4618694,2259.083371,462.0624344,3285.381818,1347.557478,0.034260128,0.019728422,-272.62445,64.65099,128.94868,28.156996,-7.4563856,26.149977,20.14625,16.900696,13.598399,17.518381,2.9433856,12.810993,-6.1035943,12.1137085,-5.8962374,11.771089,1.8854469,10.431497,-4.630969,12.041481,0.58137125,11.576781,6.2053547,12.414649,-1.2485191,13.714892,-3.403485,11.107717,-4.2933393,10.477912,-4.786881,12.120424,-2.9211745,12.621867,-2.7123837,11.907774,-1.3890855,12.09921,-2.9326494,11.734166,0.9431151,Carnatic
Ragam Tanam Pallavi.mp3: part 5.mp3,0.43944234,0.31836882,0.10038915,0.09111837,1590.825045,731.194406,2254.579002,586.275381,3025.364139,1731.742972,0.028059639,0.020565798,-277.4509,84.98444,140.13872,35.292816,3.3283923,33.63374,20.284353,18.02803,8.184356,17.010496,7.410158,11.426183,-0.022210358,14.848111,-4.291924,10.5942745,-1.89855,8.987505,-6.820187,9.036607,-4.6960797,8.569465,1.4486148,8.219449,-0.86148804,9.5351095,-3.2629135,8.018017,-3.5219605,7.327199,-2.8866196,8.034765,-1.1288419,7.7458735,-1.485302,8.288468,-0.29300398,7.6012697,-3.454198,8.10014,0.94744277,Carnatic
Ragam Tanam Pallavi.multitrack-vocal: part 1.mp3,0.26582876,0.3122492,0.006843553,0.006315815,2023.92961,513.8276602,2303.601861,384.5098286,3782.138466,1067.525729,0.046391057,0.025299146,-549.58594,88.99409,110.72322,25.205103,-34.874897,31.447622,4.5776134,13.447351,-2.0963964,18.916128,-4.654017,10.585244,-19.693718,11.2366295,-12.34955,11.17684,-6.454924,8.797148,-16.866184,12.024518,-3.6968925,8.924823,3.056977,8.787023,-9.935354,13.018655,-12.697807,11.7551985,-8.559222,9.926131,-7.3678365,10.828471,-8.684335,10.991884,-10.14391,10.336378,-4.3299046,10.228021,-6.40126,13.735429,0.089444846,Carnatic
Ragam Tanam Pallavi.multitrack-vocal: part 2.mp3,0.24286844,0.30981737,0.006739887,0.006972088,2150.569513,558.4788355,2308.379295,393.0352544,4007.843824,1186.271679,0.05210771,0.027044938,-545.4813,84.38876,96.91273,24.96818,-34.40968,34.43926,0.7958173,12.77655,-7.062021,20.890205,-8.484328,10.41706,-17.673967,9.942747,-13.233553,11.601091,-6.9814568,8.942395,-16.267952,12.621177,-3.8912008,10.75027,5.084911,9.360106,-9.1680565,14.07465,-11.543791,11.668787,-8.811044,10.601184,-7.4014688,11.455566,-5.6721897,11.405369,-7.9306006,11.013034,-1.2661159,13.601475,-0.729574,17.219774,0.1430547,Carnatic
Ragam Tanam Pallavi.multitrack-vocal: part 3.mp3,0.29068187,0.31951156,0.007517756,0.007402966,2063.937898,692.3933721,2355.683472,453.2294191,3972.144284,1412.24811,0.046822706,0.029885689,-521.44226,74.942566,102.15517,28.575617,-16.137842,31.6804,9.21157,16.052467,4.581695,16.57688,-2.5284615,11.452472,-14.215168,13.492044,-8.0421715,12.057614,-2.2026427,9.531824,-14.184033,12.739984,-3.9403312,10.4929285,2.707779,9.607403,-9.440371,12.809302,-9.385814,10.399543,-7.3220944,9.6164055,-7.7402067,11.221384,-6.992877,10.522319,-8.506601,9.699881,-3.8128276,11.153836,-4.6431003,14.120215,0.1438421,Carnatic
Ragam Tanam Pallavi.multitrack-vocal: part 4.mp3,0.29143992,0.3201683,0.007515864,0.008629654,2011.771202,701.1246549,2355.174907,484.2219842,3924.778333,1509.129949,0.043039981,0.026687112,-524.8059,78.61206,100.594185,28.048601,-8.5264015,30.99474,11.339735,15.6065,6.6143174,16.395395,0.02493752,12.032014,-11.902285,13.239108,-6.3046255,12.152348,-0.80558705,9.87373,-11.568114,12.196323,-3.089897,10.421223,2.1882772,10.034743,-8.9473095,13.43525,-8.155948,9.833735,-6.8199277,8.94289,-7.8018427,10.929011,-6.8522797,11.619425,-7.8373814,10.168764,-3.2267005,11.269012,-3.8291838,12.392627,0.20565642,Carnatic
Ragam Tanam Pallavi.multitrack-vocal: part 5.mp3,0.4129513,0.31798252,0.00747414,0.00943615,1861.708258,772.1010207,2390.239997,549.3224026,3680.578983,1724.290986,0.0372574,0.028829378,-513.06586,77.0064,98.107735,35.94498,10.987842,32.836704,13.794696,16.613737,8.721694,13.014975,3.5336602,10.132299,-4.4052544,15.1258745,-3.2242563,10.707538,-1.1586002,8.29438,-7.9579153,10.068031,-4.2327037,7.9714866,-0.6781445,8.180539,-5.6250873,9.907932,-5.7407413,8.401758,-5.395476,7.066467,-5.34074,8.085823,-5.282961,7.615458,-6.3029532,8.036406,-3.688994,7.2604218,-6.0517354,8.342104,0.22875065,Carnatic
Ragam Tanam Pallavi.multitrack-violin: part 1.mp3,0.23070851,0.3100946,0.007086509,0.006626732,1556.14594,446.2197119,2059.985177,395.5984807,2823.166134,989.9452021,0.030448439,0.015391007,-539.81396,44.162956,119.99107,21.43107,-4.1015334,20.305847,4.6377788,11.32092,5.7724605,11.521071,-2.7443786,7.792739,-10.505156,7.561739,-12.681833,9.098545,-3.6303566,7.900038,-2.0872102,8.039276,-2.1935506,8.985006,2.9786162,11.404235,-0.82896715,10.088131,-7.8796873,11.444536,-9.862635,12.415374,-7.9865155,14.028981,-5.526696,11.955399,-3.6812267,11.220931,-3.7099798,13.287502,-3.4539862,15.225196,0.109650545,Carnatic
Ragam Tanam Pallavi.multitrack-violin: part 2.mp3,0.21403639,0.30586755,0.006700434,0.006117924,1788.709653,507.0405973,2200.074089,400.9832637,3278.566635,1124.165546,0.037419585,0.016741506,-535.6144,45.45775,116.681885,21.948837,-11.602633,22.356924,5.6229925,12.821139,-0.19993359,13.513078,-5.4390655,8.2327585,-11.953967,8.818501,-13.221325,8.94982,-2.8056154,8.681773,-0.71393204,10.917902,-0.22838621,11.961391,6.3448367,13.635418,0.7619411,11.69223,-7.2845564,13.282582,-10.54294,14.049301,-8.692325,14.193382,-4.8859,12.909919,-2.1989841,12.52223,-0.4476113,14.283729,0.55386275,15.778679,0.09925806,Carnatic
Ragam Tanam Pallavi.multitrack-violin: part 3.mp3,0.26256928,0.31297082,0.008120665,0.00750927,1702.916296,539.3987882,2257.153804,451.1690628,3212.58306,1233.925768,0.035232648,0.017100674,-509.99478,56.77604,118.54869,26.441034,3.015028,22.841938,13.850296,16.081432,7.8550935,12.6363735,1.4320238,9.657001,-6.1362686,9.632052,-7.357176,9.300931,-0.6953811,8.796078,-0.55773133,9.3319645,-1.1117716,10.699074,4.6304173,11.848525,0.88847363,10.368592,-5.307275,12.0012665,-8.344205,13.584949,-7.471169,14.220049,-5.0841265,12.137867,-5.346374,10.968744,-4.690722,11.8608885,-4.6788774,13.469748,0.13637558,Carnatic
Ragam Tanam Pallavi.multitrack-violin: part 4.mp3,0.26615897,0.315132,0.009234895,0.008759649,1696.212207,567.2645536,2260.551122,475.8364786,3226.765772,1327.20263,0.035737082,0.017346293,-492.24203,53.983044,114.08274,24.596476,7.565354,23.497478,15.360105,14.335659,9.065615,12.937519,2.4672503,10.019596,-3.5058024,9.491911,-6.1976457,9.514013,1.648121,8.703385,3.083473,9.687556,0.7237192,11.209185,5.1543403,13.058612,2.0594356,11.927436,-5.4967446,11.664516,-10.065359,11.781286,-10.047233,13.773457,-7.090277,13.639994,-5.243156,13.371249,-4.877852,12.966691,-4.5293946,11.365522,0.21105446,Carnatic
Ragam Tanam Pallavi.multitrack-violin: part 5.mp3,0.43246758,0.3218169,0.009725994,0.009538611,1478.319259,676.0625938,2280.15345,604.6686221,2910.976026,1865.303391,0.025894984,0.017679651,-510.77124,71.55975,127.23655,33.599625,25.007765,28.649492,24.660257,17.233635,6.4557085,14.729582,9.45629,9.606581,7.894082,12.791385,-1.376298,9.418139,2.2299666,7.8171077,-0.61170137,7.4715486,-3.4833117,7.8169794,1.5410067,7.6971197,0.003791365,7.055086,-4.0650897,7.4470043,-4.9314713,8.2628565,-6.065529,9.102415,-5.879253,8.118997,-3.5889666,7.3485456,-3.388831,7.483853,-4.625889,8.552036,0.18804593,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-left: part 1.mp3,0.30986673,0.31781366,0.001438762,0.000971356,3428.107162,955.6142914,4401.469962,684.8438125,8694.945855,2785.940865,0.063643803,0.046468023,-608.1076,22.886765,109.245865,14.641329,11.878411,12.454964,18.821718,8.865789,0.32921124,8.844219,12.378933,7.9835544,-7.41318,7.5059032,15.789758,8.709411,-3.164309,6.9416356,2.2673008,7.752848,0.6341419,7.691041,6.9401646,8.254151,-6.130808,7.681548,1.3527056,9.232002,-6.5245767,7.849266,1.450124,10.053828,-4.8287926,8.46327,-2.9953961,7.471441,5.390756,8.403856,-3.1966672,8.891642,0.023968598,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-left: part 2.mp3,0.28096533,0.31534064,0.001546823,0.001018131,3699.504575,980.4455279,4684.493336,660.7077388,9501.341932,3219.179437,0.105078144,0.058304427,-608.42584,26.50007,116.86993,15.908346,1.2670736,16.286058,20.363138,9.143736,-1.6608727,9.672954,11.632923,8.573174,-5.4619117,8.299438,14.827206,9.329057,-2.5477316,8.080224,4.775436,9.131378,-0.37900046,8.911293,10.2152405,8.902991,-9.732329,8.83037,4.5515604,10.413258,-12.92275,9.074458,6.2737336,9.395508,-5.0444427,9.510414,-2.15845,8.787958,8.9811735,9.483226,-6.2853456,10.814662,0.022804655,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-left: part 3.mp3,0.42958304,0.32450035,0.011022935,0.019357853,2389.157387,1381.954796,3616.970259,1223.564525,5478.804221,4320.39326,0.059173821,0.057990113,-479.0829,48.913353,70.99104,39.25568,36.395382,19.134636,20.491417,15.218171,16.94625,11.709456,10.9975605,9.107003,6.634087,8.090025,5.5684886,7.403613,1.0458834,7.2219167,0.32428238,7.065008,-0.5467461,6.6873684,1.7923709,6.378056,-1.1950411,6.270442,-0.30249733,6.807026,-0.7185214,7.051343,0.6796049,7.018204,0.20287924,6.761001,-1.3163636,6.2915573,-1.4423835,7.2895474,-3.3057392,7.9076524,0.7565681,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-left: part 4.mp3,0.44978288,0.3197609,0.013932089,0.020608243,2006.582798,1273.127382,3303.247206,1198.943216,4348.368097,4021.618119,0.045639735,0.051469529,-459.6527,46.797634,74.40512,37.662834,39.07612,19.153315,22.709177,16.147928,18.813477,12.313768,13.145926,9.961453,8.134685,8.941826,5.8608046,8.240877,1.4365952,8.231602,0.3408996,7.715417,0.14792605,7.0132203,2.453951,6.788628,0.73277265,6.722633,0.38246834,6.488465,-0.83382624,6.44167,0.030110454,6.7290187,0.1894943,6.9403563,-1.2178229,6.627551,-2.3018835,6.9403934,-4.6342483,6.8127837,0.9509193,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-left: part 5.mp3,0.48266852,0.31669533,0.036120906,0.053596903,1511.061218,1132.267827,2436.853823,1198.746464,3044.943935,3137.898683,0.023873785,0.024589928,-394.47366,72.5575,88.54515,50.450203,36.149628,22.51207,23.028082,17.559164,19.656603,12.077169,13.514062,9.35725,6.6923804,8.740175,3.3617642,8.243637,-1.0535638,8.649642,-3.2369428,7.7652473,-2.2901235,6.631613,-0.8709768,5.57881,-0.007784843,5.657092,0.1702604,6.0862856,-0.17164004,6.5983734,0.84264535,6.48698,1.1955913,6.136922,-0.83297646,5.2567134,-3.2668366,5.8476295,-4.801389,6.032061,1.135081,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-right: part 1.mp3,0.25338545,0.313012,0.002455702,0.001660619,1613.2153,420.7972939,2124.858833,366.6590977,3066.76261,1038.181566,0.032810854,0.016513288,-613.3865,37.925728,146.04233,16.040392,-13.609195,14.453517,11.976835,11.341227,-0.51957875,15.242319,-4.4214225,8.431722,-7.8470516,7.8182406,-10.743108,9.764609,2.7419243,7.7240777,-5.3454256,11.694083,-2.2312026,8.749288,3.4057605,9.514685,-4.8414946,9.140411,-8.228003,9.185906,-6.3383245,9.400417,-3.1072354,9.8473015,-2.1335368,9.695963,-0.7554484,9.009124,-0.6085637,10.230001,-3.0816233,11.483329,0.029710175,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-right: part 2.mp3,0.24516541,0.3125686,0.002179849,0.00146537,1812.337595,484.2079255,2255.152198,369.3267547,3479.661098,1204.321685,0.040106401,0.019003143,-609.4946,37.929405,139.75142,16.84316,-18.761866,18.374443,9.658184,10.1812315,-4.9295893,16.97188,-5.2646384,8.845921,-5.933344,8.266862,-9.2643385,9.767426,4.4973693,8.317866,-2.826829,11.768872,-0.90516704,9.978033,5.631742,9.632358,-4.72552,10.888001,-7.2237625,10.072485,-6.3305745,9.956785,-3.3988118,10.288634,-0.8444116,10.451023,-0.08537758,9.845206,1.2919459,12.125486,0.21751015,13.786316,0.064526856,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-right: part 3.mp3,0.30282798,0.31314895,0.008205046,0.009803248,1671.68982,730.3567105,2293.31454,646.9831355,3223.090663,1914.477941,0.032784138,0.017233316,-497.93024,80.94655,114.599014,33.96465,18.252062,22.800356,8.07946,14.433254,1.8961023,14.922114,2.536876,11.794803,-4.469477,9.570685,-3.991565,9.371368,0.079666644,7.755644,-2.516716,9.108323,-4.401262,8.762228,1.2287263,8.314518,-2.5078416,7.9830875,-6.1765766,8.449627,-3.7239714,8.391545,-1.8448213,9.027206,0.60996896,8.87522,0.85150576,8.049205,-1.2839979,8.702391,-4.565296,9.949172,0.63301766,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-right: part 4.mp3,0.3368001,0.31604624,0.010180721,0.011759065,1641.159082,829.1481285,2325.766979,760.6573263,3185.581678,2210.681882,0.029905865,0.01650501,-468.99478,81.20272,108.18156,34.157974,24.001875,24.52562,9.468733,14.85608,1.4033943,15.256607,4.0543737,11.43842,-2.6235638,9.584043,-2.2997527,9.315862,0.7723716,7.755601,0.17302069,8.169961,-2.347657,8.697602,1.8314482,8.282635,-0.5627803,8.067088,-4.2010174,7.8604274,-2.965632,7.3762927,-2.0028245,8.153703,0.42151248,8.968411,0.4092581,8.840089,-2.1084526,8.363098,-5.7496033,8.166904,0.73598605,Carnatic
Ragam Tanam Pallavi.multitrack-mridangam-right: part 5.mp3,0.39184394,0.31243575,0.025038723,0.029357513,1630.525566,839.1003556,2324.210174,745.2796907,3163.527748,2163.17091,0.028766437,0.017778832,-394.70773,99.91923,113.482445,44.849976,20.215958,28.98153,10.918923,15.749834,2.3245213,15.091339,7.5376887,11.32645,1.0243098,9.810173,-1.5781941,8.915025,-0.6693172,7.462525,-1.5859636,7.1453905,-6.187158,7.2348914,-1.5854322,6.5494647,-0.8148918,6.296155,-3.595608,6.4315515,-3.1189513,6.471613,-1.9417064,6.6768003,0.765462,6.670562,0.7559176,6.5469337,-1.061318,6.3244786,-4.218363,6.323534,1.0294703,Carnatic
Ramabhi Rama Manasu.mp3: part 1.mp3,0.25882065,0.30964974,0.07373088,0.042521004,2003.06279,442.6203709,2202.3806,294.625811,3595.016403,800.935154,0.046484437,0.020721745,-277.62457,56.139378,133.09372,17.891441,-55.431572,27.526445,13.474886,15.725955,3.5640612,20.737743,-7.0124264,11.957403,-27.0763,10.710678,-23.244259,10.9232435,-14.975806,8.836848,-21.229532,8.307939,-7.358188,8.856217,-10.099122,8.684701,-11.890136,7.2880635,-11.458374,8.900466,-11.7076025,8.529178,-3.6368036,7.958679,-8.363797,8.18594,-9.108372,10.220683,-2.5364559,9.658672,-6.96612,11.171306,0.7907244,Carnatic
Ramabhi Rama Manasu.mp3: part 2.mp3,0.24944265,0.3014063,0.043545138,0.036896687,2111.040894,526.7694778,2170.818491,234.2653021,3655.697246,747.8120675,0.062043046,0.032959777,-333.70816,55.100407,124.49008,20.53129,-41.624382,29.62371,13.814715,14.774376,11.205745,15.867106,-17.962986,15.240022,-25.731985,10.265923,-14.827875,9.382355,-13.820599,9.614184,-17.425816,9.143475,-9.993514,10.000146,-8.6907215,9.9924345,-4.7337666,11.368466,-2.8575568,11.76581,-1.019833,13.750009,-0.8232957,13.143274,-4.417468,12.843017,-1.1993275,12.507912,3.1375585,11.893807,0.94545704,12.281517,0.7371502,Carnatic
Ramabhi Rama Manasu.mp3: part 3.mp3,0.33322248,0.31083226,0.119359724,0.056515533,1804.742613,549.8172684,2196.692583,360.2578335,3439.941145,1009.870358,0.041955443,0.021301155,-219.94196,58.674343,153.61632,23.48074,-33.61118,27.46665,30.855608,17.341553,15.071938,18.986912,2.737245,12.566056,-15.263812,13.506632,-5.128733,11.717033,-6.513004,10.954396,-17.982992,11.221528,-0.35870695,10.574085,-6.585707,10.052427,-9.599065,9.407437,-5.2432303,9.587037,-5.6805463,9.643365,-1.8973076,9.054487,-4.959858,8.814636,-2.52563,9.244008,-1.0293475,8.910312,-8.347112,9.522867,0.93665135,Carnatic
